,CountryCode,CountryName,Quarters,Year,value,YQ,date
383,EST,Estonia,Q4,2021,"-2,365",2021-Q4,01/10/2021
384,FIN,Finland,Q1,2022,c,2022-Q1,01/01/2022
385,FIN,Finland,Q1,2013,115,2013-Q1,01/01/2013
386,FIN,Finland,Q1,2014,"7,145",2014-Q1,01/01/2014
387,FIN,Finland,Q1,2015,"3,623",2015-Q1,01/01/2015
388,FIN,Finland,Q1,2016,"1,517",2016-Q1,01/01/2016
389,FIN,Finland,Q1,2017,903,2017-Q1,01/01/2017
390,FIN,Finland,Q1,2018,511,2018-Q1,01/01/2018
391,FIN,Finland,Q1,2019,"3,422",2019-Q1,01/01/2019
392,FIN,Finland,Q1,2020,-300,2020-Q1,01/01/2020
393,FIN,Finland,Q1,2021,"5,333",2021-Q1,01/01/2021
394,FIN,Finland,Q2,2022,c,2022-Q2,01/04/2022
395,FIN,Finland,Q2,2013,"-2,461",2013-Q2,01/04/2013
396,FIN,Finland,Q2,2014,"4,155",2014-Q2,01/04/2014
397,FIN,Finland,Q2,2015,"-4,098",2015-Q2,01/04/2015
398,FIN,Finland,Q2,2016,"5,798",2016-Q2,01/04/2016
399,FIN,Finland,Q2,2017,229,2017-Q2,01/04/2017
400,FIN,Finland,Q2,2018,"-5,713",2018-Q2,01/04/2018
401,FIN,Finland,Q2,2019,-115,2019-Q2,01/04/2019
402,FIN,Finland,Q2,2020,"-2,193",2020-Q2,01/04/2020
403,FIN,Finland,Q2,2021,"1,142",2021-Q2,01/04/2021
404,FIN,Finland,Q3,2013,-328,2013-Q3,01/07/2013
405,FIN,Finland,Q3,2014,"4,015",2014-Q3,01/07/2014
406,FIN,Finland,Q3,2015,"1,676",2015-Q3,01/07/2015
407,FIN,Finland,Q3,2016,608,2016-Q3,01/07/2016
408,FIN,Finland,Q3,2017,"1,565",2017-Q3,01/07/2017
409,FIN,Finland,Q3,2018,994,2018-Q3,01/07/2018
410,FIN,Finland,Q3,2019,"4,520",2019-Q3,01/07/2019
411,FIN,Finland,Q3,2020,897,2020-Q3,01/07/2020
412,FIN,Finland,Q3,2021,"4,160",2021-Q3,01/07/2021
413,FIN,Finland,Q4,2013,"2,567",2013-Q4,01/10/2013
414,FIN,Finland,Q4,2014,"3,233",2014-Q4,01/10/2014
415,FIN,Finland,Q4,2015,908,2015-Q4,01/10/2015
416,FIN,Finland,Q4,2016,652,2016-Q4,01/10/2016
417,FIN,Finland,Q4,2017,161,2017-Q4,01/10/2017
418,FIN,Finland,Q4,2018,"2,038",2018-Q4,01/10/2018
419,FIN,Finland,Q4,2019,"5,627",2019-Q4,01/10/2019
420,FIN,Finland,Q4,2020,19,2020-Q4,01/10/2020
421,FIN,Finland,Q4,2021,"3,168",2021-Q4,01/10/2021
422,FRA,France,Q1,2022,"3,808",2022-Q1,01/01/2022
423,FRA,France,Q1,2013,"14,317",2013-Q1,01/01/2013
424,FRA,France,Q1,2014,"4,211",2014-Q1,01/01/2014
425,FRA,France,Q1,2015,"10,627",2015-Q1,01/01/2015
426,FRA,France,Q1,2016,"12,570",2016-Q1,01/01/2016
427,FRA,France,Q1,2017,"11,453",2017-Q1,01/01/2017
428,FRA,France,Q1,2018,"3,007",2018-Q1,01/01/2018
429,FRA,France,Q1,2019,"15,802",2019-Q1,01/01/2019
430,FRA,France,Q1,2020,"-4,006",2020-Q1,01/01/2020
431,FRA,France,Q1,2021,"25,386",2021-Q1,01/01/2021
432,FRA,France,Q2,2022,"7,248",2022-Q2,01/04/2022
433,FRA,France,Q2,2013,"6,846",2013-Q2,01/04/2013
434,FRA,France,Q2,2014,"1,518",2014-Q2,01/04/2014
435,FRA,France,Q2,2015,"6,335",2015-Q2,01/04/2015
436,FRA,France,Q2,2016,"3,361",2016-Q2,01/04/2016
437,FRA,France,Q2,2017,"8,505",2017-Q2,01/04/2017
438,FRA,France,Q2,2018,"8,518",2018-Q2,01/04/2018
439,FRA,France,Q2,2019,"9,812",2019-Q2,01/04/2019
440,FRA,France,Q2,2020,"1,600",2020-Q2,01/04/2020
441,FRA,France,Q2,2021,"-2,189",2021-Q2,01/04/2021
442,FRA,France,Q3,2013,"5,591",2013-Q3,01/07/2013
443,FRA,France,Q3,2014,"-7,302",2014-Q3,01/07/2014
444,FRA,France,Q3,2015,"20,900",2015-Q3,01/07/2015
445,FRA,France,Q3,2016,"3,139",2016-Q3,01/07/2016
446,FRA,France,Q3,2017,"6,648",2017-Q3,01/07/2017
447,FRA,France,Q3,2018,"3,152",2018-Q3,01/07/2018
448,FRA,France,Q3,2019,"-1,083",2019-Q3,01/07/2019
449,FRA,France,Q3,2020,"2,714",2020-Q3,01/07/2020
450,FRA,France,Q3,2021,"8,295",2021-Q3,01/07/2021
451,FRA,France,Q4,2013,"7,511",2013-Q4,01/10/2013
452,FRA,France,Q4,2014,"4,243",2014-Q4,01/10/2014
453,FRA,France,Q4,2015,"7,492",2015-Q4,01/10/2015
454,FRA,France,Q4,2016,"3,984",2016-Q4,01/10/2016
455,FRA,France,Q4,2017,"-1,826",2017-Q4,01/10/2017
456,FRA,France,Q4,2018,"27,129",2018-Q4,01/10/2018
457,FRA,France,Q4,2019,"-11,432",2019-Q4,01/10/2019
458,FRA,France,Q4,2020,"1,842",2020-Q4,01/10/2020
459,FRA,France,Q4,2021,"-4,518",2021-Q4,01/10/2021
460,DEU,Germany,Q1,2022,"17,243",2022-Q1,01/01/2022
461,DEU,Germany,Q1,2013,"-3,287",2013-Q1,01/01/2013
462,DEU,Germany,Q1,2014,"-7,057",2014-Q1,01/01/2014
463,DEU,Germany,Q1,2015,"10,298",2015-Q1,01/01/2015
464,DEU,Germany,Q1,2016,"9,081",2016-Q1,01/01/2016
465,DEU,Germany,Q1,2017,"11,184",2017-Q1,01/01/2017
466,DEU,Germany,Q1,2018,"11,193",2018-Q1,01/01/2018
467,DEU,Germany,Q1,2019,"21,842",2019-Q1,01/01/2019
468,DEU,Germany,Q1,2020,"10,992",2020-Q1,01/01/2020
469,DEU,Germany,Q1,2021,"8,737",2021-Q1,01/01/2021
470,DEU,Germany,Q2,2022,453,2022-Q2,01/04/2022
471,DEU,Germany,Q2,2013,"-11,214",2013-Q2,01/04/2013
472,DEU,Germany,Q2,2014,"1,599",2014-Q2,01/04/2014
473,DEU,Germany,Q2,2015,"3,979",2015-Q2,01/04/2015
474,DEU,Germany,Q2,2016,"-2,802",2016-Q2,01/04/2016
475,DEU,Germany,Q2,2017,"10,443",2017-Q2,01/04/2017
476,DEU,Germany,Q2,2018,"7,342",2018-Q2,01/04/2018
477,DEU,Germany,Q2,2019,"17,218",2019-Q2,01/04/2019
478,DEU,Germany,Q2,2020,"9,176",2020-Q2,01/04/2020
479,DEU,Germany,Q2,2021,"20,620",2021-Q2,01/04/2021
480,DEU,Germany,Q3,2013,"8,212",2013-Q3,01/07/2013
481,DEU,Germany,Q3,2014,"8,405",2014-Q3,01/07/2014
482,DEU,Germany,Q3,2015,"6,073",2015-Q3,01/07/2015
483,DEU,Germany,Q3,2016,"5,368",2016-Q3,01/07/2016
484,DEU,Germany,Q3,2017,"16,087",2017-Q3,01/07/2017
485,DEU,Germany,Q3,2018,"4,087",2018-Q3,01/07/2018
486,DEU,Germany,Q3,2019,784,2019-Q3,01/07/2019
487,DEU,Germany,Q3,2020,"3,768",2020-Q3,01/07/2020
488,DEU,Germany,Q3,2021,"-6,544",2021-Q3,01/07/2021
489,DEU,Germany,Q4,2013,"19,059",2013-Q4,01/10/2013
490,DEU,Germany,Q4,2014,"-6,147",2014-Q4,01/10/2014
491,DEU,Germany,Q4,2015,"10,184",2015-Q4,01/10/2015
492,DEU,Germany,Q4,2016,"3,971",2016-Q4,01/10/2016
493,DEU,Germany,Q4,2017,"10,823",2017-Q4,01/10/2017
494,DEU,Germany,Q4,2018,"49,431",2018-Q4,01/10/2018
495,DEU,Germany,Q4,2019,"12,820",2019-Q4,01/10/2019
496,DEU,Germany,Q4,2020,"40,506",2020-Q4,01/10/2020
497,DEU,Germany,Q4,2021,"8,450",2021-Q4,01/10/2021
498,GRC,Greece,Q1,2022,"2,872",2022-Q1,01/01/2022
499,GRC,Greece,Q1,2013,122,2013-Q1,01/01/2013
500,GRC,Greece,Q1,2014,573,2014-Q1,01/01/2014
501,GRC,Greece,Q1,2015,210,2015-Q1,01/01/2015
502,GRC,Greece,Q1,2016,369,2016-Q1,01/01/2016
503,GRC,Greece,Q1,2017,"1,216",2017-Q1,01/01/2017
504,GRC,Greece,Q1,2018,"1,008",2018-Q1,01/01/2018
505,GRC,Greece,Q1,2019,907,2019-Q1,01/01/2019
506,GRC,Greece,Q1,2020,996,2020-Q1,01/01/2020
507,GRC,Greece,Q1,2021,"1,121",2021-Q1,01/01/2021
508,GRC,Greece,Q2,2022,"1,958",2022-Q2,01/04/2022
509,GRC,Greece,Q2,2013,343,2013-Q2,01/04/2013
510,GRC,Greece,Q2,2014,"1,050",2014-Q2,01/04/2014
511,GRC,Greece,Q2,2015,449,2015-Q2,01/04/2015
512,GRC,Greece,Q2,2016,356,2016-Q2,01/04/2016
513,GRC,Greece,Q2,2017,946,2017-Q2,01/04/2017
514,GRC,Greece,Q2,2018,"1,415",2018-Q2,01/04/2018
515,GRC,Greece,Q2,2019,"1,421",2019-Q2,01/04/2019
516,GRC,Greece,Q2,2020,735,2020-Q2,01/04/2020
517,GRC,Greece,Q2,2021,"1,642",2021-Q2,01/04/2021
518,GRC,Greece,Q3,2013,33,2013-Q3,01/07/2013
519,GRC,Greece,Q3,2014,307,2014-Q3,01/07/2014
520,GRC,Greece,Q3,2015,195,2015-Q3,01/07/2015
521,GRC,Greece,Q3,2016,892,2016-Q3,01/07/2016
522,GRC,Greece,Q3,2017,562,2017-Q3,01/07/2017
523,GRC,Greece,Q3,2018,614,2018-Q3,01/07/2018
524,GRC,Greece,Q3,2019,924,2019-Q3,01/07/2019
525,GRC,Greece,Q3,2020,666,2020-Q3,01/07/2020
526,GRC,Greece,Q3,2021,"1,475",2021-Q3,01/07/2021
527,GRC,Greece,Q4,2013,"2,319",2013-Q4,01/10/2013
528,GRC,Greece,Q4,2014,754,2014-Q4,01/10/2014
529,GRC,Greece,Q4,2015,413,2015-Q4,01/10/2015
530,GRC,Greece,Q4,2016,"1,145",2016-Q4,01/10/2016
531,GRC,Greece,Q4,2017,754,2017-Q4,01/10/2017
532,GRC,Greece,Q4,2018,935,2018-Q4,01/10/2018
533,GRC,Greece,Q4,2019,"1,768",2019-Q4,01/10/2019
534,GRC,Greece,Q4,2020,808,2020-Q4,01/10/2020
535,GRC,Greece,Q4,2021,"2,089",2021-Q4,01/10/2021
536,HUN,Hungary*,Q1,2022,536,2022-Q1,01/01/2022
537,HUN,Hungary*,Q1,2013,948,2013-Q1,01/01/2013
538,HUN,Hungary*,Q1,2014,"2,151",2014-Q1,01/01/2014
539,HUN,Hungary*,Q1,2015,603,2015-Q1,01/01/2015
540,HUN,Hungary*,Q1,2016,"-9,760",2016-Q1,01/01/2016
541,HUN,Hungary*,Q1,2017,"3,572",2017-Q1,01/01/2017
542,HUN,Hungary*,Q1,2018,529,2018-Q1,01/01/2018
543,HUN,Hungary*,Q1,2019,878,2019-Q1,01/01/2019
544,HUN,Hungary*,Q1,2020,"1,433",2020-Q1,01/01/2020
545,HUN,Hungary*,Q1,2021,527,2021-Q1,01/01/2021
546,HUN,Hungary*,Q2,2022,570,2022-Q2,01/04/2022
547,HUN,Hungary*,Q2,2013,-915,2013-Q2,01/04/2013
548,HUN,Hungary*,Q2,2014,"-1,202",2014-Q2,01/04/2014
549,HUN,Hungary*,Q2,2015,-217,2015-Q2,01/04/2015
550,HUN,Hungary*,Q2,2016,-273,2016-Q2,01/04/2016
551,HUN,Hungary*,Q2,2017,481,2017-Q2,01/04/2017
552,HUN,Hungary*,Q2,2018,294,2018-Q2,01/04/2018
553,HUN,Hungary*,Q2,2019,-951,2019-Q2,01/04/2019
554,HUN,Hungary*,Q2,2020,"1,725",2020-Q2,01/04/2020
555,HUN,Hungary*,Q2,2021,437,2021-Q2,01/04/2021
556,HUN,Hungary*,Q3,2013,"-2,150",2013-Q3,01/07/2013
557,HUN,Hungary*,Q3,2014,"2,581",2014-Q3,01/07/2014
558,HUN,Hungary*,Q3,2015,"2,001",2015-Q3,01/07/2015
559,HUN,Hungary*,Q3,2016,"2,166",2016-Q3,01/07/2016
560,HUN,Hungary*,Q3,2017,321,2017-Q3,01/07/2017
561,HUN,Hungary*,Q3,2018,"2,860",2018-Q3,01/07/2018
562,HUN,Hungary*,Q3,2019,"1,445",2019-Q3,01/07/2019
563,HUN,Hungary*,Q3,2020,883,2020-Q3,01/07/2020
564,HUN,Hungary*,Q3,2021,"3,268",2021-Q3,01/07/2021
565,HUN,Hungary*,Q4,2013,"5,704",2013-Q4,01/10/2013
566,HUN,Hungary*,Q4,2014,"4,438",2014-Q4,01/10/2014
567,HUN,Hungary*,Q4,2015,"-16,932",2015-Q4,01/10/2015
568,HUN,Hungary*,Q4,2016,"2,427",2016-Q4,01/10/2016
569,HUN,Hungary*,Q4,2017,-860,2017-Q4,01/10/2017
570,HUN,Hungary*,Q4,2018,"2,777",2018-Q4,01/10/2018
571,HUN,Hungary*,Q4,2019,"3,077",2019-Q4,01/10/2019
572,HUN,Hungary*,Q4,2020,"2,998",2020-Q4,01/10/2020
573,HUN,Hungary*,Q4,2021,"3,260",2021-Q4,01/10/2021
574,ISL,Iceland*,Q1,2022,-27,2022-Q1,01/01/2022
575,ISL,Iceland*,Q1,2013,141,2013-Q1,01/01/2013
576,ISL,Iceland*,Q1,2014,-35,2014-Q1,01/01/2014
577,ISL,Iceland*,Q1,2015,679,2015-Q1,01/01/2015
578,ISL,Iceland*,Q1,2016,-12,2016-Q1,01/01/2016
579,ISL,Iceland*,Q1,2017,-83,2017-Q1,01/01/2017
580,ISL,Iceland*,Q1,2018,-244,2018-Q1,01/01/2018
581,ISL,Iceland*,Q1,2019,-74,2019-Q1,01/01/2019
582,ISL,Iceland*,Q1,2020,-175,2020-Q1,01/01/2020
583,ISL,Iceland*,Q1,2021,-249,2021-Q1,01/01/2021
584,ISL,Iceland*,Q2,2022,357,2022-Q2,01/04/2022
585,ISL,Iceland*,Q2,2013,61,2013-Q2,01/04/2013
586,ISL,Iceland*,Q2,2014,169,2014-Q2,01/04/2014
587,ISL,Iceland*,Q2,2015,-607,2015-Q2,01/04/2015
588,ISL,Iceland*,Q2,2016,-353,2016-Q2,01/04/2016
589,ISL,Iceland*,Q2,2017,-242,2017-Q2,01/04/2017
590,ISL,Iceland*,Q2,2018,21,2018-Q2,01/04/2018
591,ISL,Iceland*,Q2,2019,-122,2019-Q2,01/04/2019
592,ISL,Iceland*,Q2,2020,-101,2020-Q2,01/04/2020
593,ISL,Iceland*,Q2,2021,-83,2021-Q2,01/04/2021
594,ISL,Iceland*,Q3,2013,139,2013-Q3,01/07/2013
595,ISL,Iceland*,Q3,2014,409,2014-Q3,01/07/2014
596,ISL,Iceland*,Q3,2015,-41,2015-Q3,01/07/2015
597,ISL,Iceland*,Q3,2016,424,2016-Q3,01/07/2016
598,ISL,Iceland*,Q3,2017,228,2017-Q3,01/07/2017
599,ISL,Iceland*,Q3,2018,-281,2018-Q3,01/07/2018
600,ISL,Iceland*,Q3,2019,18,2019-Q3,01/07/2019
601,ISL,Iceland*,Q3,2020,-752,2020-Q3,01/07/2020
602,ISL,Iceland*,Q3,2021,48,2021-Q3,01/07/2021
603,ISL,Iceland*,Q4,2013,56,2013-Q4,01/10/2013
604,ISL,Iceland*,Q4,2014,-95,2014-Q4,01/10/2014
605,ISL,Iceland*,Q4,2015,678,2015-Q4,01/10/2015
606,ISL,Iceland*,Q4,2016,-486,2016-Q4,01/10/2016
607,ISL,Iceland*,Q4,2017,55,2017-Q4,01/10/2017
608,ISL,Iceland*,Q4,2018,123,2018-Q4,01/10/2018
609,ISL,Iceland*,Q4,2019,-47,2019-Q4,01/10/2019
610,ISL,Iceland*,Q4,2020,100,2020-Q4,01/10/2020
611,ISL,Iceland*,Q4,2021,309,2021-Q4,01/10/2021
612,IRL,Ireland,Q1,2022,-522,2022-Q1,01/01/2022
613,IRL,Ireland,Q1,2013,"30,920",2013-Q1,01/01/2013
614,IRL,Ireland,Q1,2014,"-1,961",2014-Q1,01/01/2014
615,IRL,Ireland,Q1,2015,"15,828",2015-Q1,01/01/2015
616,IRL,Ireland,Q1,2016,"22,496",2016-Q1,01/01/2016
617,IRL,Ireland,Q1,2017,"2,670",2017-Q1,01/01/2017
618,IRL,Ireland,Q1,2018,"-21,139",2018-Q1,01/01/2018
619,IRL,Ireland,Q1,2019,"-1,615",2019-Q1,01/01/2019
620,IRL,Ireland,Q1,2020,"36,472",2020-Q1,01/01/2020
621,IRL,Ireland,Q1,2021,"-8,588",2021-Q1,01/01/2021
622,IRL,Ireland,Q2,2022,"-36,147",2022-Q2,01/04/2022
623,IRL,Ireland,Q2,2013,"9,469",2013-Q2,01/04/2013
624,IRL,Ireland,Q2,2014,"14,271",2014-Q2,01/04/2014
625,IRL,Ireland,Q2,2015,"30,116",2015-Q2,01/04/2015
626,IRL,Ireland,Q2,2016,"-2,888",2016-Q2,01/04/2016
627,IRL,Ireland,Q2,2017,"78,478",2017-Q2,01/04/2017
628,IRL,Ireland,Q2,2018,"-51,736",2018-Q2,01/04/2018
629,IRL,Ireland,Q2,2019,"-8,769",2019-Q2,01/04/2019
630,IRL,Ireland,Q2,2020,"57,093",2020-Q2,01/04/2020
631,IRL,Ireland,Q2,2021,"7,127",2021-Q2,01/04/2021
632,IRL,Ireland,Q3,2013,"7,187",2013-Q3,01/07/2013
633,IRL,Ireland,Q3,2014,"23,726",2014-Q3,01/07/2014
634,IRL,Ireland,Q3,2015,"10,063",2015-Q3,01/07/2015
635,IRL,Ireland,Q3,2016,"13,012",2016-Q3,01/07/2016
636,IRL,Ireland,Q3,2017,"2,167",2017-Q3,01/07/2017
637,IRL,Ireland,Q3,2018,"-10,753",2018-Q3,01/07/2018
638,IRL,Ireland,Q3,2019,"33,317",2019-Q3,01/07/2019
639,IRL,Ireland,Q3,2020,"-21,615",2020-Q3,01/07/2020
640,IRL,Ireland,Q3,2021,"-2,150",2021-Q3,01/07/2021
641,IRL,Ireland,Q4,2013,"3,009",2013-Q4,01/10/2013
642,IRL,Ireland,Q4,2014,"12,151",2014-Q4,01/10/2014
643,IRL,Ireland,Q4,2015,"161,813",2015-Q4,01/10/2015
644,IRL,Ireland,Q4,2016,"6,758",2016-Q4,01/10/2016
645,IRL,Ireland,Q4,2017,"-30,593",2017-Q4,01/10/2017
646,IRL,Ireland,Q4,2018,"71,116",2018-Q4,01/10/2018
647,IRL,Ireland,Q4,2019,"135,557",2019-Q4,01/10/2019
648,IRL,Ireland,Q4,2020,"10,172",2020-Q4,01/10/2020
649,IRL,Ireland,Q4,2021,"19,537",2021-Q4,01/10/2021
650,ISR,"Israel2,5",Q1,2022,"4,391",2022-Q1,01/01/2022
651,ISR,"Israel2,5",Q1,2013,"2,858",2013-Q1,01/01/2013
652,ISR,"Israel2,5",Q1,2014,"4,025",2014-Q1,01/01/2014
653,ISR,"Israel2,5",Q1,2015,"4,876",2015-Q1,01/01/2015
654,ISR,"Israel2,5",Q1,2016,"2,719",2016-Q1,01/01/2016
655,ISR,"Israel2,5",Q1,2017,"1,979",2017-Q1,01/01/2017
656,ISR,"Israel2,5",Q1,2018,"3,360",2018-Q1,01/01/2018
657,ISR,"Israel2,5",Q1,2019,"2,906",2019-Q1,01/01/2019
658,ISR,"Israel2,5",Q1,2020,"4,521",2020-Q1,01/01/2020
659,ISR,"Israel2,5",Q1,2021,"7,912",2021-Q1,01/01/2021
660,ISR,"Israel2,5",Q2,2022,"7,213",2022-Q2,01/04/2022
661,ISR,"Israel2,5",Q2,2013,"5,047",2013-Q2,01/04/2013
662,ISR,"Israel2,5",Q2,2014,"1,637",2014-Q2,01/04/2014
663,ISR,"Israel2,5",Q2,2015,"3,187",2015-Q2,01/04/2015
664,ISR,"Israel2,5",Q2,2016,"1,850",2016-Q2,01/04/2016
665,ISR,"Israel2,5",Q2,2017,"1,735",2017-Q2,01/04/2017
666,ISR,"Israel2,5",Q2,2018,"2,709",2018-Q2,01/04/2018
667,ISR,"Israel2,5",Q2,2019,"3,208",2019-Q2,01/04/2019
668,ISR,"Israel2,5",Q2,2020,"10,279",2020-Q2,01/04/2020
669,ISR,"Israel2,5",Q2,2021,"7,380",2021-Q2,01/04/2021
670,ISR,"Israel2,5",Q3,2013,"2,337",2013-Q3,01/07/2013
671,ISR,"Israel2,5",Q3,2014,"1,516",2014-Q3,01/07/2014
672,ISR,"Israel2,5",Q3,2015,"2,257",2015-Q3,01/07/2015
673,ISR,"Israel2,5",Q3,2016,"2,746",2016-Q3,01/07/2016
674,ISR,"Israel2,5",Q3,2017,"2,726",2017-Q3,01/07/2017
675,ISR,"Israel2,5",Q3,2018,"4,042",2018-Q3,01/07/2018
676,ISR,"Israel2,5",Q3,2019,"4,416",2019-Q3,01/07/2019
677,ISR,"Israel2,5",Q3,2020,"4,125",2020-Q3,01/07/2020
678,ISR,"Israel2,5",Q3,2021,"5,592",2021-Q3,01/07/2021
679,ISR,"Israel2,5",Q4,2013,"1,601",2013-Q4,01/10/2013
680,ISR,"Israel2,5",Q4,2014,"-1,128",2014-Q4,01/10/2014
681,ISR,"Israel2,5",Q4,2015,"1,016",2015-Q4,01/10/2015
682,ISR,"Israel2,5",Q4,2016,"4,674",2016-Q4,01/10/2016
683,ISR,"Israel2,5",Q4,2017,"10,452",2017-Q4,01/10/2017
684,ISR,"Israel2,5",Q4,2018,"11,404",2018-Q4,01/10/2018
685,ISR,"Israel2,5",Q4,2019,"6,833",2019-Q4,01/10/2019
686,ISR,"Israel2,5",Q4,2020,"4,185",2020-Q4,01/10/2020
687,ISR,"Israel2,5",Q4,2021,603,2021-Q4,01/10/2021
688,ITA,Italy,Q1,2022,"9,738",2022-Q1,01/01/2022
689,ITA,Italy,Q1,2014,-125,2014-Q1,01/01/2014
690,ITA,Italy,Q1,2015,"5,254",2015-Q1,01/01/2015
691,ITA,Italy,Q1,2016,"3,836",2016-Q1,01/01/2016
692,ITA,Italy,Q1,2017,"5,481",2017-Q1,01/01/2017
693,ITA,Italy,Q1,2018,"6,707",2018-Q1,01/01/2018
694,ITA,Italy,Q1,2019,"4,238",2019-Q1,01/01/2019
695,ITA,Italy,Q1,2020,"3,470",2020-Q1,01/01/2020
696,ITA,Italy,Q1,2021,"-1,945",2021-Q1,01/01/2021
697,ITA,Italy,Q2,2022,-381,2022-Q2,01/04/2022
698,ITA,Italy,Q2,2014,"7,697",2014-Q2,01/04/2014
699,ITA,Italy,Q2,2015,926,2015-Q2,01/04/2015
700,ITA,Italy,Q2,2016,"1,073",2016-Q2,01/04/2016
701,ITA,Italy,Q2,2017,"6,619",2017-Q2,01/04/2017
702,ITA,Italy,Q2,2018,"5,085",2018-Q2,01/04/2018
703,ITA,Italy,Q2,2019,"-2,039",2019-Q2,01/04/2019
704,ITA,Italy,Q2,2020,"-8,091",2020-Q2,01/04/2020
705,ITA,Italy,Q2,2021,"2,329",2021-Q2,01/04/2021
706,ITA,Italy,Q3,2014,"3,681",2014-Q3,01/07/2014
707,ITA,Italy,Q3,2015,"4,157",2015-Q3,01/07/2015
708,ITA,Italy,Q3,2016,"6,131",2016-Q3,01/07/2016
709,ITA,Italy,Q3,2017,"5,475",2017-Q3,01/07/2017
710,ITA,Italy,Q3,2018,"6,593",2018-Q3,01/07/2018
711,ITA,Italy,Q3,2019,"10,735",2019-Q3,01/07/2019
712,ITA,Italy,Q3,2020,"-6,424",2020-Q3,01/07/2020
713,ITA,Italy,Q3,2021,"-7,334",2021-Q3,01/07/2021
714,ITA,Italy,Q4,2014,"11,971",2014-Q4,01/10/2014
715,ITA,Italy,Q4,2015,"9,295",2015-Q4,01/10/2015
716,ITA,Italy,Q4,2016,"17,401",2016-Q4,01/10/2016
717,ITA,Italy,Q4,2017,"6,421",2017-Q4,01/10/2017
718,ITA,Italy,Q4,2018,"19,274",2018-Q4,01/10/2018
719,ITA,Italy,Q4,2019,"5,211",2019-Q4,01/10/2019
720,ITA,Italy,Q4,2020,"-12,523",2020-Q4,01/10/2020
721,ITA,Italy,Q4,2021,"-2,005",2021-Q4,01/10/2021
722,JPN,Japan6,Q1,2022,"6,474",2022-Q1,01/01/2022
723,JPN,Japan6,Q1,2013,"1,155",2013-Q1,01/01/2013
724,JPN,Japan6,Q1,2014,707,2014-Q1,01/01/2014
725,JPN,Japan6,Q1,2015,"1,677",2015-Q1,01/01/2015
726,JPN,Japan6,Q1,2016,"3,212",2016-Q1,01/01/2016
727,JPN,Japan6,Q1,2017,"4,315",2017-Q1,01/01/2017
728,JPN,Japan6,Q1,2018,"5,203",2018-Q1,01/01/2018
729,JPN,Japan6,Q1,2019,"3,062",2019-Q1,01/01/2019
730,JPN,Japan6,Q1,2020,"4,420",2020-Q1,01/01/2020
731,JPN,Japan6,Q1,2021,"15,115",2021-Q1,01/01/2021
732,JPN,Japan6,Q2,2022,"2,308",2022-Q2,01/04/2022
733,JPN,Japan6,Q2,2013,"1,222",2013-Q2,01/04/2013
734,JPN,Japan6,Q2,2014,-914,2014-Q2,01/04/2014
735,JPN,Japan6,Q2,2015,136,2015-Q2,01/04/2015
736,JPN,Japan6,Q2,2016,"1,721",2016-Q2,01/04/2016
737,JPN,Japan6,Q2,2017,117,2017-Q2,01/04/2017
738,JPN,Japan6,Q2,2018,"2,844",2018-Q2,01/04/2018
739,JPN,Japan6,Q2,2019,"2,354",2019-Q2,01/04/2019
740,JPN,Japan6,Q2,2020,"3,435",2020-Q2,01/04/2020
741,JPN,Japan6,Q2,2021,"1,154",2021-Q2,01/04/2021
742,JPN,Japan6,Q3,2013,59,2013-Q3,01/07/2013
743,JPN,Japan6,Q3,2014,432,2014-Q3,01/07/2014
744,JPN,Japan6,Q3,2015,"-4,182",2015-Q3,01/07/2015
745,JPN,Japan6,Q3,2016,"6,813",2016-Q3,01/07/2016
746,JPN,Japan6,Q3,2017,"3,445",2017-Q3,01/07/2017
747,JPN,Japan6,Q3,2018,"1,089",2018-Q3,01/07/2018
748,JPN,Japan6,Q3,2019,"2,644",2019-Q3,01/07/2019
749,JPN,Japan6,Q3,2020,"4,902",2020-Q3,01/07/2020
750,JPN,Japan6,Q3,2021,"4,633",2021-Q3,01/07/2021
751,JPN,Japan6,Q4,2013,-132,2013-Q4,01/10/2013
752,JPN,Japan6,Q4,2014,"1,921",2014-Q4,01/10/2014
753,JPN,Japan6,Q4,2015,-383,2015-Q4,01/10/2015
754,JPN,Japan6,Q4,2016,-254,2016-Q4,01/10/2016
755,JPN,Japan6,Q4,2017,"2,509",2017-Q4,01/10/2017
756,JPN,Japan6,Q4,2018,"1,616",2018-Q4,01/10/2018
757,JPN,Japan6,Q4,2019,"7,420",2019-Q4,01/10/2019
758,JPN,Japan6,Q4,2020,"1,223",2020-Q4,01/10/2020
759,JPN,Japan6,Q4,2021,"5,412",2021-Q4,01/10/2021
760,KOR,Korea,Q1,2022,"5,113",2022-Q1,01/01/2022
761,KOR,Korea,Q1,2021,"2,310",2021-Q1,01/01/2021
762,KOR,Korea,Q2,2022,"2,285",2022-Q2,01/04/2022
763,KOR,Korea,Q2,2021,"6,286",2021-Q2,01/04/2021
764,KOR,Korea,Q3,2021,"3,531",2021-Q3,01/07/2021
765,KOR,Korea,Q4,2021,"4,693",2021-Q4,01/10/2021
766,LVA,Latvia,Q1,2022,358,2022-Q1,01/01/2022
767,LVA,Latvia,Q1,2013,182,2013-Q1,01/01/2013
768,LVA,Latvia,Q1,2014,251,2014-Q1,01/01/2014
